CLAUD_F3_5746 , 1
CLAUD_F3_6290 , 1
CLAUD_F1_3514 , 1
CLAUD_F2_3878 , 1
CLAUD_F2_4893 , 1
CLAUD_F4_0838 , 1
CLAUD_F4_0400 , 9
CLAUD_F2_2340 , 1
CLAUD_F6_5082 , 5
CLAUD_F2_2406 , 3
CLAUD_F3_6468 , 39
CLAUD_F2_0892 , 1
CLAUD_F3_4879 , 17
CLAUD_F4_2000 , 3
CLAUD_F4_4057 , 1
CLAUD_F2_4045 , 15
CLAUD_F2_5107 , 3
CLAUD_F1_2423 , 1
CLAUD_F5_5686 , 25
CLAUD_F3_0965 , 41
CLAUD_F2_2565 , 3
CLAUD_F3_4203 , 1
CLAUD_F5_6620 , 3
CLAUD_F6_4185 , 5
CLAUD_F2_0209 , 9
CLAUD_F2_4076 , 1
CLAUD_F6_3607 , 3
CLAUD_F4_0518 , 1
CLAUD_F4_0192 , 1
CLAUD_F5_0796 , 31
CLAUD_F5_6047 , 11
CLAUD_F2_5834 , 3
CLAUD_F1_5095 , 73
CLAUD_F6_6172 , 1
CLAUD_F4_1981 , 5
CLAUD_F4_3530 , 3
CLAUD_F1_3995 , 1
CLAUD_F2_0664 , 21
CLAUD_F1_5264 , 23
CLAUD_F1_0933 , 7
CLAUD_F4_2611 , 1
CLAUD_F3_6105 , 1
CLAUD_F6_4614 , 1
CLAUD_F6_6563 , 1
CLAUD_F5_5556 , 1
CLAUD_F1_1811 , 5
CLAUD_F1_5153 , 29
CLAUD_F1_0050 , 1
CLAUD_F1_0661 , 7
CLAUD_F3_0441 , 5
CLAUD_F6_1507 , 7
CLAUD_F2_0620 , 1
CLAUD_F5_1841 , 3
CLAUD_F6_4615 , 5
CLAUD_F6_4045 , 1
CLAUD_F2_0424 , 5
CLAUD_F3_4916 , 1
CLAUD_F4_4977 , 57
CLAUD_F4_4590 , 1
CLAUD_F5_1931 , 1
CLAUD_F6_0006 , 7
CLAUD_F2_4231 , 11
CLAUD_F6_0808 , 1
CLAUD_F4_2599 , 1
CLAUD_F2_1252 , 3
CLAUD_F3_3419 , 7
CLAUD_F2_4475 , 5
CLAUD_F4_1844 , 1
CLAUD_F5_6424 , 1
CLAUD_F2_4892 , 1
CLAUD_F4_5025 , 85
CLAUD_F5_1320 , 29
CLAUD_F4_6344 , 11
CLAUD_F1_5559 , 3
CLAUD_F4_4240 , 9
CLAUD_F6_5433 , 1
CLAUD_F4_2366 , 1
CLAUD_F3_1251 , 3
