CLAUD_F1_6215 , 1
CLAUD_F1_2016 , 6
CLAUD_F5_2142 , 1
CLAUD_F6_0873 , 1
CLAUD_F3_0056 , 1
CLAUD_F2_6404 , 1
CLAUD_F5_2559 , 1
CLAUD_F6_5701 , 1
CLAUD_F1_2096 , 1
CLAUD_F4_6678 , 1
CLAUD_F5_5588 , 1
CLAUD_F6_2539 , 1
CLAUD_F1_2819 , 7
CLAUD_F3_6484 , 1
CLAUD_F3_3303 , 1
CLAUD_F4_5891 , 1
CLAUD_F6_3779 , 1
CLAUD_F2_5936 , 1
CLAUD_F2_4180 , 1
CLAUD_F1_6286 , 1
CLAUD_F1_2827 , 7
CLAUD_F4_3392 , 1
CLAUD_F1_5590 , 2
CLAUD_F1_5384 , 3
CLAUD_F4_5087 , 1
CLAUD_F2_3160 , 1
CLAUD_F1_2052 , 1
CLAUD_F6_5117 , 1
CLAUD_F3_1341 , 1
CLAUD_F1_2300 , 1
CLAUD_F5_5224 , 1
CLAUD_F6_6506 , 2
CLAUD_F3_5066 , 1
CLAUD_F1_5281 , 9
CLAUD_F2_4182 , 1
CLAUD_F5_2077 , 2
CLAUD_F4_4686 , 1
CLAUD_F4_0406 , 1
CLAUD_F4_0927 , 1
CLAUD_F1_2136 , 1
CLAUD_F6_1873 , 4
CLAUD_F2_2275 , 5
CLAUD_F2_3794 , 5
CLAUD_F3_0182 , 1
CLAUD_F5_1417 , 2
CLAUD_F6_0559 , 2
CLAUD_F2_3817 , 1
CLAUD_F2_3536 , 1
CLAUD_F5_6562 , 3
CLAUD_F3_5385 , 1
CLAUD_F5_5884 , 1
CLAUD_F2_6527 , 1
CLAUD_F3_0233 , 1
CLAUD_F1_3101 , 1
CLAUD_F3_0460 , 7
CLAUD_F3_5141 , 7
CLAUD_F5_3128 , 2
CLAUD_F6_0426 , 1
CLAUD_F2_2936 , 1
CLAUD_F1_5897 , 3
CLAUD_F6_5238 , 1
CLAUD_F1_1887 , 9
CLAUD_F6_4678 , 1
CLAUD_F1_1573 , 1
CLAUD_F4_4424 , 3
CLAUD_F4_0867 , 1
CLAUD_F6_0244 , 8
CLAUD_F2_6289 , 1
CLAUD_F1_4068 , 1
CLAUD_F3_4768 , 1
CLAUD_F6_6413 , 4
CLAUD_F5_5345 , 1
CLAUD_F3_0043 , 1
CLAUD_F2_6318 , 1
CLAUD_F2_5724 , 1
CLAUD_F5_0487 , 14
CLAUD_F6_3112 , 1
CLAUD_F6_4764 , 4
CLAUD_F5_1098 , 1
CLAUD_F4_0945 , 1
CLAUD_F1_1530 , 1
CLAUD_F4_4580 , 1
CLAUD_F5_1099 , 1
CLAUD_F2_4585 , 1
CLAUD_F3_4819 , 1
CLAUD_F1_4965 , 1
CLAUD_F2_2791 , 1
CLAUD_F5_3440 , 4
CLAUD_F6_4269 , 1
CLAUD_F1_5312 , 1
CLAUD_F6_4242 , 1
CLAUD_F5_5959 , 1
CLAUD_F6_0351 , 7
CLAUD_F2_4435 , 1
CLAUD_F3_3306 , 1
CLAUD_F2_2712 , 2
CLAUD_F3_6562 , 1
CLAUD_F3_3537 , 3
CLAUD_F4_4923 , 2
CLAUD_F2_1806 , 1
CLAUD_F5_1013 , 1
CLAUD_F1_5887 , 12
CLAUD_F5_4320 , 1
CLAUD_F4_6458 , 1
CLAUD_F2_5471 , 1
CLAUD_F1_2440 , 4
CLAUD_F4_3594 , 1
CLAUD_F5_4765 , 1
CLAUD_F4_5671 , 1
CLAUD_F6_0228 , 1
CLAUD_F4_1022 , 1
CLAUD_F2_2167 , 1
CLAUD_F4_2482 , 1
CLAUD_F1_2184 , 6
CLAUD_F5_6042 , 1
CLAUD_F4_2306 , 4
CLAUD_F4_4692 , 1
CLAUD_F1_5932 , 1
CLAUD_F6_4359 , 1
CLAUD_F1_2111 , 1
CLAUD_F1_0908 , 1
CLAUD_F1_0999 , 1
CLAUD_F4_4210 , 1
CLAUD_F5_6651 , 2
CLAUD_F6_5647 , 1
CLAUD_F1_4966 , 1
CLAUD_F6_0920 , 1
CLAUD_F5_5928 , 3
CLAUD_F1_0046 , 1
CLAUD_F4_2229 , 1
CLAUD_F6_3840 , 17
CLAUD_F6_4442 , 1
CLAUD_F1_2837 , 2
CLAUD_F6_3611 , 4
CLAUD_F6_6754 , 1
CLAUD_F6_4129 , 3
CLAUD_F2_1742 , 1
CLAUD_F1_0865 , 1
CLAUD_F3_0459 , 9
CLAUD_F5_5513 , 3
CLAUD_F4_6082 , 4
CLAUD_F4_6815 , 9
CLAUD_F2_0285 , 2
CLAUD_F2_6089 , 7
CLAUD_F1_1475 , 1
CLAUD_F5_3129 , 2
CLAUD_F1_5808 , 1
CLAUD_F4_5382 , 3
CLAUD_F2_5146 , 2
CLAUD_F1_3681 , 5
CLAUD_F3_5656 , 1
CLAUD_F3_5820 , 1
CLAUD_F4_5384 , 3
CLAUD_F3_6513 , 2
CLAUD_F4_6781 , 1
CLAUD_F4_3585 , 1
CLAUD_F2_1405 , 7
CLAUD_F4_5617 , 1
CLAUD_F1_1664 , 1
CLAUD_F2_0611 , 2
CLAUD_F5_5563 , 1
CLAUD_F1_6333 , 1
CLAUD_F4_2196 , 1
CLAUD_F3_4966 , 1
CLAUD_F4_2506 , 1
CLAUD_F1_1901 , 7
CLAUD_F2_1917 , 2
CLAUD_F5_4294 , 1
CLAUD_F5_0044 , 1
CLAUD_F2_3983 , 1
CLAUD_F4_5946 , 1
CLAUD_F4_1412 , 2
CLAUD_F2_0365 , 2
CLAUD_F2_1811 , 1
CLAUD_F5_3180 , 1
CLAUD_F4_3700 , 1
CLAUD_F4_3118 , 1
CLAUD_F4_3277 , 2
CLAUD_F6_3990 , 1
CLAUD_F6_6527 , 1
CLAUD_F4_2504 , 3
CLAUD_F1_6744 , 1
CLAUD_F2_0808 , 5
CLAUD_F6_2018 , 5
CLAUD_F4_2930 , 1
CLAUD_F5_4878 , 1
CLAUD_F2_2521 , 1
CLAUD_F3_1339 , 1
CLAUD_F3_5447 , 4
CLAUD_F4_5673 , 1
CLAUD_F4_3812 , 1
CLAUD_F6_2762 , 1
CLAUD_F6_4018 , 3
CLAUD_F5_3241 , 1
CLAUD_F6_5944 , 2
CLAUD_F2_3273 , 1
CLAUD_F4_6304 , 1
CLAUD_F1_1889 , 9
CLAUD_F2_0670 , 2
CLAUD_F4_1709 , 1
CLAUD_F2_3141 , 1
CLAUD_F6_3884 , 2
CLAUD_F3_2390 , 9
CLAUD_F6_0346 , 1
CLAUD_F4_0331 , 3
CLAUD_F1_5940 , 1
CLAUD_F4_4695 , 1
CLAUD_F6_3601 , 1
CLAUD_F6_4889 , 1
CLAUD_F5_4973 , 1
CLAUD_F2_3725 , 2
CLAUD_F1_1029 , 1
CLAUD_F2_4348 , 9
CLAUD_F2_3438 , 1
CLAUD_F1_3157 , 1
CLAUD_F1_4212 , 1
CLAUD_F4_1446 , 1
CLAUD_F1_2117 , 1
CLAUD_F1_6521 , 5
CLAUD_F4_1136 , 1
CLAUD_F5_0869 , 2
CLAUD_F1_3689 , 2
CLAUD_F5_0484 , 20
CLAUD_F4_1407 , 2
CLAUD_F6_4153 , 1
CLAUD_F6_3408 , 5
CLAUD_F3_4802 , 1
CLAUD_F1_5441 , 1
CLAUD_F4_1372 , 2
CLAUD_F6_6573 , 1
CLAUD_F2_0994 , 1
CLAUD_F1_4658 , 5
CLAUD_F4_2022 , 4
CLAUD_F2_0074 , 1
CLAUD_F3_4357 , 1
CLAUD_F1_3776 , 1
CLAUD_F1_1860 , 2
CLAUD_F6_5665 , 1
CLAUD_F2_5104 , 1
CLAUD_F2_0346 , 2
CLAUD_F1_4878 , 15
CLAUD_F1_0788 , 1
CLAUD_F6_6688 , 3
CLAUD_F6_5196 , 3
CLAUD_F4_2549 , 1
CLAUD_F1_1958 , 1
CLAUD_F6_0254 , 2
CLAUD_F6_4033 , 1
CLAUD_F2_5574 , 5
CLAUD_F3_6623 , 1
CLAUD_F2_3765 , 1
CLAUD_F6_0680 , 5
CLAUD_F1_3999 , 3
CLAUD_F4_4912 , 1
CLAUD_F2_5469 , 1
CLAUD_F5_4595 , 1
CLAUD_F2_6093 , 4
CLAUD_F3_5787 , 1
CLAUD_F5_1415 , 2
CLAUD_F6_6425 , 2
CLAUD_F3_6394 , 7
CLAUD_F3_0934 , 1
CLAUD_F3_0054 , 1
CLAUD_F2_4861 , 1
CLAUD_F1_1783 , 2
CLAUD_F6_2177 , 2
CLAUD_F1_6072 , 2
CLAUD_F1_4007 , 2
CLAUD_F2_1267 , 5
CLAUD_F1_1063 , 1
CLAUD_F5_5324 , 3
CLAUD_F6_4877 , 1
CLAUD_F3_3675 , 1
CLAUD_F6_1776 , 11
CLAUD_F5_1439 , 1
CLAUD_F1_1447 , 7
CLAUD_F4_5713 , 6
CLAUD_F4_4705 , 1
CLAUD_F2_3619 , 1
CLAUD_F6_4907 , 1
CLAUD_F4_6146 , 1
CLAUD_F2_5287 , 1
CLAUD_F1_0408 , 1
CLAUD_F2_5239 , 1
CLAUD_F5_1086 , 1
CLAUD_F3_2130 , 1
CLAUD_F1_2084 , 1
CLAUD_F6_5626 , 1
CLAUD_F2_2722 , 1
CLAUD_F5_2283 , 9
CLAUD_F6_0504 , 7
CLAUD_F3_6500 , 2
CLAUD_F3_6406 , 2
CLAUD_F1_0871 , 3
